1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
810,672.0,3.0,156,516,400,1934.0,1482,12155,0.0,0,8,6,672,1925,1950,140000
958,581.0,3.0,0,650,686,1983.0,1539,10440,0.0,78,8,5,650,1904,2002,157500
1165,0.0,3.0,312,276,490,1966.0,1165,9020,183.0,129,7,6,1127,1966,1966,174900
1800,0.0,6.0,0,1800,0,1980.0,1800,8000,0.0,0,4,5,1800,1961,1961,141000
876,540.0,4.0,0,876,720,1949.0,1416,12665,0.0,0,8,5,876,1915,1950,153900
1701,0.0,3.0,1390,0,611,1975.0,1701,16647,0.0,0,5,5,1390,1975,1981,171000
1006,769.0,3.0,513,227,425,1993.0,1775,9317,137.0,72,5,7,740,1993,1993,213000
864,0.0,3.0,460,404,338,1972.0,864,15523,0.0,0,6,5,864,1972,1972,133500
1307,1051.0,5.0,0,907,360,1908.0,2358,45600,0.0,40,8,6,907,1908,1997,240000
1094,761.0,3.0,0,528,512,1976.0,1855,9600,360.0,100,7,6,528,1976,1994,187000
848,0.0,1.0,659,189,420,2003.0,848,4435,170.0,0,5,6,848,2003,2003,131500
1456,0.0,2.0,0,1273,400,2003.0,1456,3196,40.0,20,5,8,1273,2003,2003,215000
918,728.0,4.0,364,554,240,1941.0,1646,7128,0.0,0,5,7,918,1941,1950,164000
1445,0.0,3.0,564,563,645,1964.0,1445,12095,115.0,0,6,6,1127,1964,1964,158000
1779,0.0,3.0,306,372,454,1955.0,1779,17920,0.0,418,4,5,1763,1955,1974,170000
1040,0.0,3.0,659,381,260,1962.0,1040,6897,0.0,104,8,5,1040,1962,2010,127000
1026,0.0,3.0,505,0,576,1981.0,1026,10970,0.0,0,6,6,940,1978,1978,147000
702,779.0,3.0,0,702,343,1994.0,1481,8125,0.0,36,5,6,702,1994,1995,174000
1370,0.0,3.0,0,1090,479,1976.0,1370,10400,189.0,0,5,7,1090,1976,1976,152000
1512,1142.0,4.0,619,435,619,1968.0,2654,11029,220.0,65,7,6,1054,1968,1984,250000
912,514.0,3.0,0,912,216,1925.0,1426,7642,0.0,240,8,7,912,1918,1998,189950
1039,0.0,3.0,841,198,504,1965.0,1039,11625,0.0,0,4,5,1039,1965,1965,131500
1097,0.0,3.0,338,702,480,1986.0,1097,9672,0.0,0,5,6,1040,1984,1985,152000
1148,0.0,3.0,1148,0,672,1959.0,1148,7931,0.0,0,5,5,1148,1959,1959,132500
1372,0.0,3.0,0,1372,529,2008.0,1372,8640,0.0,140,5,7,1372,2007,2008,250580
1002,0.0,3.0,828,174,902,1973.0,1002,8750,76.0,0,6,5,1002,1970,1970,148500
1646,0.0,3.0,0,1638,870,2007.0,1646,10656,274.0,80,5,8,1638,2006,2007,248900
1120,0.0,3.0,932,108,544,1961.0,1120,6970,0.0,0,5,4,1040,1961,1961,129000
1547,720.0,2.0,0,0,672,1979.0,2320,14762,0.0,144,6,5,0,1948,1950,169000
1062,887.0,3.0,750,300,574,1993.0,1949,9938,246.0,90,5,7,1050,1993,1994,236000
894,0.0,2.0,0,894,308,1962.0,894,6600,0.0,0,5,5,894,1962,1962,109500
804,878.0,3.0,505,299,523,1998.0,1682,8750,116.0,77,5,6,804,1998,1998,200500
910,0.0,3.0,0,105,414,1953.0,910,8892,0.0,0,7,5,105,1953,1996,116000
1036,0.0,3.0,375,457,288,1949.0,1268,12144,0.0,28,7,5,832,1949,1950,133000
676,455.0,3.0,0,676,200,1941.0,1131,5720,0.0,0,6,5,676,1941,1950,66500
1184,1426.0,4.0,64,1120,550,2007.0,2610,9000,0.0,364,5,8,1184,2007,2007,303477
1040,0.0,3.0,633,431,648,1963.0,1040,25286,0.0,0,5,4,1064,1963,1963,132250
1462,0.0,4.0,1170,292,738,2004.0,2224,8834,216.0,0,5,9,1462,2004,2005,350000
1155,0.0,3.0,899,210,576,1987.0,1155,11782,0.0,0,7,5,1109,1961,1995,148000
864,0.0,3.0,646,218,336,1978.0,864,7000,90.0,0,8,5,864,1978,2005,136500
1090,0.0,2.0,980,110,450,2005.0,1090,7024,0.0,49,5,5,1090,2005,2006,157000
1187,530.0,3.0,902,254,400,1990.0,1717,13758,117.0,36,5,7,1156,1990,1991,187500
808,785.0,3.0,0,808,389,1993.0,1593,9636,0.0,40,5,6,808,1992,1993,178000
954,795.0,5.0,0,795,440,1997.0,2230,6204,0.0,188,5,4,795,1912,1950,118500
892,0.0,3.0,432,460,288,1967.0,892,7150,60.0,0,5,5,892,1967,1967,100000
1709,0.0,2.0,1238,460,506,1999.0,1709,5119,60.0,65,5,9,1698,1999,2000,328900
1712,0.0,4.0,528,1098,588,2005.0,1712,8393,122.0,54,5,5,1626,1959,2005,145000
872,521.0,3.0,0,816,300,1955.0,1393,16466,0.0,0,7,5,816,1955,1955,135500
2217,0.0,4.0,351,1043,621,1970.0,2217,15865,0.0,207,6,8,2217,1970,1970,268000
1505,0.0,2.0,1024,481,505,1953.0,1505,12160,90.0,0,4,6,1505,1953,1953,149500
672,252.0,3.0,0,672,576,2003.0,924,8064,0.0,0,7,5,672,1949,2006,122900
918,765.0,3.0,226,192,440,1978.0,1683,11184,92.0,0,5,6,918,1978,1978,172500
1068,0.0,3.0,663,396,264,1963.0,1068,8414,0.0,0,8,6,1059,1963,2003,154500
1383,0.0,3.0,1064,319,354,1954.0,1383,13284,0.0,116,5,5,1383,1954,1954,165000
1535,0.0,4.0,0,0,400,1979.0,1535,7018,0.0,0,5,5,0,1979,1979,118858
983,813.0,4.0,400,380,483,1963.0,1796,7056,415.0,50,5,6,780,1963,1963,140000
951,0.0,2.0,285,666,327,1936.0,951,8765,0.0,28,6,4,951,1936,1950,106500
1120,1120.0,6.0,0,0,528,1979.0,2240,7018,0.0,0,5,5,0,1979,1979,142953
2364,0.0,3.0,2188,142,820,2009.0,2364,12919,760.0,67,5,9,2330,2009,2010,611657
1236,0.0,3.0,465,447,288,1961.0,1236,6993,0.0,0,7,5,912,1961,1994,135000
858,0.0,2.0,322,536,684,1979.0,858,7340,0.0,0,6,4,858,1971,1971,110000
1306,0.0,2.0,860,132,756,1968.0,1306,8712,0.0,0,7,5,992,1957,2000,153000
807,702.0,3.0,0,783,393,2003.0,1509,7875,0.0,75,5,7,783,2003,2003,180000
1670,0.0,3.0,0,1670,690,2006.0,1670,14859,27.0,60,5,7,1670,2006,2006,240000
902,0.0,3.0,599,277,288,1967.0,902,6173,75.0,0,6,5,876,1967,1967,125500
1063,0.0,3.0,354,412,280,1954.0,1063,9920,110.0,0,5,5,1056,1954,1954,128000
1636,0.0,3.0,63,1560,865,2006.0,1636,13501,208.0,60,5,8,1623,2006,2006,255000
1020,1037.0,3.0,223,794,180,1936.0,2057,11500,0.0,0,7,7,1017,1936,1987,250000
902,0.0,2.0,301,239,484,1983.0,902,8885,0.0,0,5,5,864,1983,1983,131000
742,742.0,3.0,0,742,390,2005.0,1484,12589,0.0,24,5,6,742,2005,2005,174000
1105,1169.0,5.0,443,662,480,1960.0,2274,11600,361.0,0,5,5,1105,1960,1960,154300
1268,0.0,3.0,196,1072,252,1978.0,1268,9286,0.0,0,7,5,1268,1977,1989,143500
1015,0.0,3.0,489,279,450,1925.0,1015,6120,0.0,0,7,5,768,1925,1950,88000
1001,1001.0,3.0,284,717,871,1949.0,2002,6270,0.0,0,6,5,1001,1949,1950,145000
612,612.0,2.0,294,318,528,2009.0,1224,3000,76.0,234,5,6,612,2009,2009,173733
546,546.0,3.0,0,546,286,1970.0,1092,2001,80.0,0,5,4,546,1970,1970,75000
480,0.0,3.0,50,430,308,1958.0,480,9000,0.0,0,3,2,480,1949,1950,35311
1229,0.0,3.0,1059,75,284,1956.0,1229,17140,0.0,0,6,4,1134,1956,1956,135000
912,1215.0,4.0,48,422,833,1991.0,2127,13125,0.0,192,5,7,1104,1991,1991,238000
1414,0.0,3.0,528,245,601,1990.0,1414,11029,0.0,51,8,6,1184,1958,2002,176500
936,785.0,3.0,814,114,471,1994.0,1721,8462,105.0,87,5,6,928,1994,1994,201000
1272,928.0,4.0,1084,188,0,1980.0,2200,8777,0.0,70,7,5,1272,1900,2003,145900
1316,0.0,3.0,28,1288,397,2005.0,1316,10237,0.0,0,5,6,1316,2005,2006,169990
1617,0.0,2.0,165,598,533,1993.0,1617,8012,0.0,69,5,6,1604,1993,1994,193000
1686,0.0,3.0,625,0,612,1980.0,1686,10240,157.0,131,6,6,1686,1980,1980,207500
1126,0.0,3.0,767,266,540,1977.0,1126,15611,0.0,0,6,5,1126,1977,1977,175000
1234,1140.0,4.0,0,1181,656,2003.0,2374,11999,340.0,100,5,8,1181,2003,2004,285000
1098,880.0,4.0,552,280,486,1968.0,1978,9900,342.0,43,5,7,832,1968,1968,176000
1788,0.0,3.0,0,1753,522,2001.0,1788,11838,0.0,151,5,8,1753,2001,2001,236500
993,1243.0,4.0,0,964,642,1997.0,2236,13006,285.0,0,5,7,964,1997,1997,222000
1466,0.0,3.0,16,1450,610,2007.0,1466,8925,0.0,18,5,8,1466,2007,2007,201000
925,0.0,3.0,338,121,429,1965.0,925,9100,0.0,0,6,5,925,1965,1965,117500
1905,0.0,3.0,0,1905,788,2006.0,1905,11670,302.0,191,5,9,1905,2006,2006,320000
1500,0.0,3.0,20,1480,570,2004.0,1500,8487,210.0,36,5,7,1500,2004,2004,190000
2069,0.0,4.0,425,160,505,1960.0,2069,27650,0.0,0,7,7,585,1960,2007,242000
747,0.0,1.0,0,600,528,1953.0,747,5825,108.0,0,5,4,600,1926,1953,79900
1200,0.0,2.0,833,343,555,2003.0,1200,10083,0.0,41,5,7,1176,2003,2003,184900
1113,858.0,3.0,341,772,689,2005.0,1971,9675,0.0,48,5,7,1113,2005,2005,253000
1391,571.0,3.0,464,927,868,2006.0,1962,8760,0.0,90,5,7,1391,2006,2006,239799
1207,1196.0,3.0,0,1032,349,1940.0,2403,24090,0.0,0,7,7,1032,1940,1950,244400
1728,0.0,4.0,936,396,574,1976.0,1728,12640,0.0,0,5,6,1728,1976,1976,150900
1022,1038.0,3.0,772,220,390,1999.0,2060,8755,298.0,0,5,7,992,1999,1999,214000
1440,0.0,4.0,1440,0,0,1980.0,1440,7711,0.0,0,3,4,1440,1977,1977,150000
1632,0.0,4.0,0,1632,576,1967.0,1632,25000,0.0,0,4,5,1632,1967,1967,143000
1344,0.0,3.0,111,354,525,1958.0,1344,14375,541.0,118,6,6,819,1958,1958,137500
1188,561.0,3.0,1088,0,456,1963.0,1869,8820,0.0,0,6,5,1088,1890,1996,124900
1144,0.0,3.0,748,102,796,1959.0,1144,8163,128.0,0,6,5,1144,1959,1959,143000
1629,0.0,3.0,1300,316,808,2002.0,1629,14536,236.0,252,5,8,1616,2002,2003,270000
936,840.0,3.0,0,936,474,2002.0,1776,14006,144.0,96,5,7,936,2002,2002,192500
1381,0.0,3.0,982,179,676,1972.0,1381,9360,0.0,0,7,6,1161,1972,2006,197500
864,0.0,3.0,398,317,720,1980.0,864,7200,0.0,0,8,5,864,1950,2002,129000
965,0.0,3.0,641,187,300,1979.0,965,7800,0.0,0,5,5,828,1965,1965,119900
768,0.0,2.0,660,108,396,1974.0,768,7200,0.0,0,8,5,768,1972,2003,133900
1168,800.0,3.0,562,29,530,1969.0,1968,11075,232.0,189,4,5,784,1969,1969,172000
980,0.0,4.0,945,0,0,1980.0,980,9400,250.0,0,5,6,945,1975,1975,127500
979,979.0,4.0,484,495,492,1946.0,1958,7136,423.0,0,6,6,979,1946,1950,145000
561,668.0,2.0,285,276,462,1980.0,1229,1300,0.0,0,6,6,561,1980,1980,124000
1057,0.0,3.0,417,640,576,1977.0,1057,7420,0.0,0,5,5,1057,1962,1962,132000
1337,0.0,3.0,699,638,531,2003.0,1337,8450,0.0,39,5,7,1337,2003,2003,185000
696,720.0,3.0,604,92,484,1999.0,1416,2572,0.0,44,5,7,696,1999,1999,155000
858,0.0,2.0,696,162,0,1980.0,858,7207,0.0,0,7,5,858,1958,2008,116500
1542,1330.0,4.0,896,434,619,1977.0,2872,12227,424.0,282,7,6,1330,1977,1995,272000
804,744.0,3.0,556,248,440,1976.0,1548,2308,0.0,0,6,6,804,1976,1976,155000
1800,0.0,2.0,0,1800,702,2007.0,1800,11923,0.0,136,5,9,1800,2007,2007,239000
824,1070.0,4.0,624,193,510,2002.0,1894,11316,44.0,40,5,7,817,2002,2003,214900
783,701.0,3.0,0,783,393,2005.0,1484,10237,0.0,72,5,6,783,2005,2007,178900
976,332.0,2.0,428,300,256,1940.0,1308,9600,0.0,70,7,5,728,1940,1950,160000
1098,0.0,3.0,902,196,260,1955.0,1098,7390,151.0,0,7,5,1098,1955,1955,135000
600,0.0,3.0,0,600,0,1980.0,968,5925,0.0,0,6,3,600,1910,1950,37900
1095,0.0,2.0,513,75,264,1958.0,1095,10382,105.0,0,5,6,588,1958,1958,140000
720,472.0,4.0,0,720,0,1980.0,1192,10800,0.0,0,4,4,720,1949,1950,135000
764,862.0,2.0,567,197,474,2003.0,1626,2268,106.0,27,5,7,764,2003,2004,173000
918,0.0,2.0,0,918,264,1979.0,918,7892,0.0,0,5,6,918,1979,1979,99500
1428,0.0,3.0,0,1428,480,2007.0,1428,11639,0.0,120,5,7,1428,2007,2008,182000
1136,883.0,3.0,0,728,532,1997.0,2019,11414,0.0,135,8,7,728,1910,1993,167500
673,709.0,3.0,641,32,490,2000.0,1382,2651,0.0,50,5,7,673,2000,2000,165000
869,0.0,2.0,0,440,0,1980.0,869,5900,0.0,0,7,4,440,1923,1958,85500
1241,0.0,1.0,1106,135,569,2007.0,1241,4274,0.0,116,5,7,1241,2006,2007,199900
894,0.0,3.0,552,342,400,1999.0,894,9450,0.0,0,5,4,894,1954,1954,110000
1121,0.0,3.0,651,470,480,1963.0,1121,8816,0.0,80,6,5,1121,1963,1963,139000
999,0.0,3.0,867,77,588,1961.0,999,12122,210.0,76,9,7,944,1961,2007,178400
1276,1336.0,4.0,854,371,676,1998.0,2612,12203,975.0,0,5,8,1225,1998,1999,336000
1266,0.0,2.0,0,1266,388,2007.0,1266,3182,16.0,16,5,7,1266,2007,2007,159895
1149,1141.0,4.0,0,1128,779,2002.0,2290,11250,0.0,0,5,8,1128,2002,2002,255900
1302,432.0,4.0,0,0,539,1977.0,1734,10125,0.0,0,5,5,0,1977,1977,126000
1164,0.0,3.0,1040,124,240,1950.0,1164,10880,0.0,48,5,5,1164,1950,1950,125000
1001,634.0,2.0,0,485,255,1950.0,1635,5310,0.0,0,8,6,485,1910,2003,117000
1940,0.0,3.0,1646,284,606,2010.0,1940,10159,450.0,95,5,9,1930,2009,2010,395192
1118,912.0,4.0,156,692,551,1976.0,2030,12046,298.0,224,6,6,848,1976,1976,195000
778,798.0,3.0,0,770,614,2006.0,1576,8125,0.0,50,5,7,770,2006,2006,197000
1407,985.0,3.0,1074,322,870,1997.0,2392,9452,423.0,70,5,8,1396,1997,1998,348000
916,826.0,4.0,216,700,424,1925.0,1742,17671,0.0,169,9,8,916,1882,1986,168000
1020,831.0,3.0,536,169,440,1964.0,1851,9760,340.0,42,8,6,822,1964,1993,187000
750,750.0,3.0,0,750,564,2005.0,1500,8846,0.0,35,5,6,750,2005,2006,173900
1718,0.0,3.0,1172,528,786,2008.0,1718,12456,230.0,48,5,10,1700,2006,2007,337500
774,456.0,3.0,384,363,305,1946.0,1230,4712,0.0,57,7,4,747,1946,1950,121600
1050,0.0,3.0,915,135,368,1961.0,1050,10659,0.0,319,6,5,1050,1961,1961,136500
1442,0.0,2.0,0,1442,615,1970.0,1442,11717,571.0,0,6,6,1442,1970,1970,185000
1077,0.0,3.0,0,1007,210,1922.0,1077,9786,0.0,100,4,3,1007,1922,1950,91000
1208,0.0,2.0,686,501,632,2006.0,1208,6762,24.0,61,5,7,1187,2006,2006,206000
944,0.0,2.0,0,0,528,1956.0,944,10206,0.0,0,3,3,0,1952,1952,82000
691,0.0,2.0,0,691,216,1920.0,691,5400,0.0,20,6,5,691,1920,1950,86000
1574,0.0,3.0,24,1550,824,2006.0,1574,11957,53.0,104,5,8,1574,2006,2006,232000
1680,0.0,4.0,0,1680,528,1976.0,1680,11500,164.0,0,6,5,1680,1976,1976,136905
1504,0.0,1.0,16,1330,457,2005.0,1504,3182,16.0,0,5,7,1346,2005,2006,181000
985,0.0,3.0,595,390,328,1977.0,985,8385,220.0,0,8,5,985,1977,1977,149900
1657,0.0,3.0,1237,420,484,1970.0,1657,12155,0.0,0,3,6,1657,1970,1970,163500
546,0.0,3.0,273,0,286,1970.0,1092,2217,0.0,0,4,4,546,1970,1970,88000
1710,0.0,3.0,0,1710,550,2004.0,1710,12118,108.0,48,5,7,1710,2004,2005,240000
1008,0.0,4.0,0,1008,0,1980.0,1522,6000,0.0,0,5,5,1008,1926,1950,102000
720,551.0,3.0,0,720,312,1948.0,1271,21286,0.0,0,5,5,720,1948,1950,135000
1664,0.0,4.0,0,0,0,1980.0,1664,9825,0.0,0,5,5,0,1965,1965,100000
900,602.0,3.0,0,602,180,1923.0,1502,10592,0.0,0,7,6,602,1923,1996,165000
1022,0.0,2.0,247,310,280,1956.0,1022,7200,0.0,30,4,5,1022,1910,2006,85000
1082,0.0,2.0,336,746,240,1948.0,1082,11664,206.0,130,5,6,1082,1948,1950,119200
810,855.0,3.0,643,167,528,2001.0,1665,8400,0.0,45,6,8,810,2001,2001,227000
1504,0.0,3.0,690,814,478,1996.0,1504,11883,196.0,66,5,7,1504,1996,1996,203000
1360,0.0,1.0,1036,184,565,1984.0,1360,5814,0.0,0,5,8,1220,1984,1984,187500
802,670.0,3.0,0,384,402,1991.0,1472,10784,76.0,0,5,7,384,1991,1992,160000
1506,0.0,2.0,16,1346,440,2005.0,1506,3013,145.0,20,5,7,1362,2005,2005,213490
1132,0.0,2.0,1024,108,451,2005.0,1132,7024,0.0,64,5,4,1132,2005,2005,176000
1220,0.0,2.0,684,515,632,2006.0,1220,7406,84.0,54,5,7,1199,2006,2006,194000
912,336.0,2.0,324,588,160,1957.0,1248,9439,0.0,0,5,5,912,1930,1950,87000
1504,0.0,2.0,16,1330,437,2005.0,1504,3182,14.0,20,5,7,1346,2005,2006,191000
2898,0.0,2.0,1165,0,665,1976.0,2898,15498,0.0,72,6,8,1565,1976,1976,287000
882,0.0,3.0,138,276,461,1980.0,882,7700,0.0,0,5,5,882,1972,1972,112500
1264,0.0,3.0,697,571,461,1960.0,1264,9300,324.0,0,5,5,1268,1960,1960,167500
1646,0.0,3.0,1513,125,800,2008.0,1646,9520,338.0,44,5,8,1638,2007,2008,293077
968,408.0,3.0,368,359,240,1941.0,1376,9492,0.0,0,5,5,768,1941,1950,105000
672,546.0,3.0,317,355,264,1972.0,1218,1680,281.0,28,7,6,672,1972,1972,118000
948,980.0,5.0,0,686,0,1980.0,1928,7082,0.0,0,8,5,686,1916,1995,160000
1687,998.0,5.0,523,301,672,1970.0,3082,15863,0.0,63,3,7,824,1920,1970,197000
1352,1168.0,5.0,1012,326,796,1993.0,2520,14541,0.0,55,7,8,1338,1993,1993,310000
1654,0.0,3.0,986,668,900,2002.0,1654,8125,295.0,136,5,7,1654,2002,2002,230000
954,0.0,2.0,0,920,240,1938.0,954,6305,0.0,0,7,5,920,1938,1950,119750
845,0.0,3.0,0,0,290,1957.0,845,11500,0.0,0,3,4,0,1957,1957,84000
1620,0.0,2.0,1022,598,912,2008.0,1620,12898,70.0,0,5,9,1620,2007,2008,315500
1055,1208.0,3.0,0,1055,905,2001.0,2263,9240,396.0,45,5,8,1055,2001,2002,287000
798,546.0,3.0,0,546,0,1980.0,1344,1533,0.0,0,6,4,546,1970,2008,97000
630,0.0,1.0,509,121,286,1970.0,630,1477,0.0,0,4,4,630,1970,1970,80000
1803,0.0,3.0,168,284,484,1957.0,1803,13125,67.0,0,4,5,1134,1957,2000,155000
800,832.0,4.0,400,336,484,1966.0,1632,9130,252.0,40,8,6,800,1966,2000,173000
1306,0.0,1.0,900,406,624,2005.0,1306,5381,135.0,63,5,6,1306,2005,2005,196000
1532,797.0,4.0,1085,390,514,1990.0,2329,11839,99.0,121,5,7,1475,1990,1990,262280
2524,0.0,4.0,1104,1420,542,1981.0,2524,9600,0.0,120,5,8,2524,1981,1981,278000
1733,0.0,4.0,0,0,452,1955.0,1733,13680,0.0,0,5,3,0,1955,1955,139600
1992,876.0,4.0,240,1752,716,2005.0,2868,16056,208.0,108,5,9,1992,2005,2006,556581
990,0.0,3.0,686,304,672,1996.0,990,9245,0.0,0,5,5,990,1994,1995,145000
1771,0.0,3.0,0,0,336,1960.0,1771,21750,75.0,0,4,5,0,1960,2006,115000
930,0.0,2.0,0,0,308,1946.0,930,11100,0.0,0,7,4,0,1946,2006,84900
1302,0.0,3.0,0,1302,436,2007.0,1302,8993,0.0,22,5,7,1302,2007,2007,176485
1316,0.0,3.0,0,1316,440,2007.0,1316,11175,0.0,20,5,7,1316,2007,2007,200141
1127,850.0,4.0,442,374,540,1964.0,1977,9500,272.0,52,6,6,816,1964,1978,165000
1526,0.0,4.0,383,833,364,1957.0,1526,8562,145.0,78,6,5,1216,1957,2002,144500
1091,898.0,3.0,932,133,586,2002.0,1989,11367,210.0,60,5,8,1065,2002,2002,255000
1523,0.0,3.0,644,549,478,1976.0,1523,11361,160.0,0,5,6,1193,1976,1976,180000
1364,0.0,2.0,659,705,484,2005.0,1364,7052,240.0,36,5,7,1364,2005,2005,185850
979,871.0,3.0,595,378,467,1994.0,1850,29959,0.0,98,6,7,973,1994,1994,248000
1130,1054.0,3.0,936,168,836,2008.0,2184,11308,154.0,102,5,9,1104,2008,2008,335000
1096,895.0,3.0,297,0,432,1977.0,1991,11275,480.0,0,7,6,854,1932,1950,220000
1338,0.0,2.0,616,722,582,2001.0,1338,4920,0.0,0,5,8,1338,2001,2001,213500
894,0.0,2.0,0,894,1248,1994.0,894,18000,0.0,20,4,3,894,1935,1950,81000
1422,915.0,5.0,0,662,560,1945.0,2337,13600,0.0,57,5,5,662,1900,1950,90000
1103,0.0,2.0,397,706,440,1976.0,1103,6000,0.0,120,6,6,1103,1925,1980,110500
1154,0.0,3.0,740,184,480,1966.0,1154,11000,200.0,58,6,5,1154,1966,1966,154000
1306,954.0,3.0,1201,105,533,1996.0,2260,14000,0.0,44,5,7,1306,1996,1997,328000
799,772.0,3.0,0,799,380,1993.0,1571,7837,0.0,40,7,6,799,1993,1994,178000
798,813.0,4.0,674,0,442,1964.0,1611,9760,360.0,128,6,6,780,1964,1964,167900
1291,1230.0,5.0,837,105,576,1973.0,2521,3964,0.0,20,4,6,942,1973,1973,151400
893,0.0,2.0,220,625,576,1985.0,893,9600,0.0,0,7,5,845,1949,2003,135000
1048,0.0,3.0,586,462,286,1956.0,1048,10152,120.0,20,5,5,1048,1956,1956,135000
829,727.0,4.0,298,429,441,1968.0,1556,11700,0.0,0,6,6,727,1968,1968,154000
1002,454.0,4.0,0,810,280,1954.0,1456,7585,0.0,0,3,5,810,1948,1950,91500
698,728.0,3.0,535,155,440,1977.0,1426,7950,140.0,0,6,6,690,1977,1977,159500
1240,0.0,2.0,0,1240,826,2006.0,1240,8556,0.0,93,5,7,1240,2006,2006,194000
960,780.0,3.0,410,390,240,1940.0,1740,13125,0.0,0,6,7,800,1940,1984,219500
1096,370.0,3.0,626,170,566,1950.0,1466,10800,0.0,21,8,5,796,1936,1989,170000
1096,0.0,3.0,75,230,299,1969.0,1096,15870,0.0,32,5,5,1096,1969,1969,138800
848,0.0,3.0,662,186,420,2004.0,848,4435,169.0,0,5,6,848,2004,2004,155900
990,0.0,3.0,495,495,299,1996.0,990,8775,0.0,64,5,5,990,1994,1994,126000
1258,0.0,3.0,656,602,528,1971.0,1258,11040,144.0,0,7,6,1258,1971,2004,145000
1040,0.0,3.0,824,216,308,1963.0,1040,7500,0.0,0,5,5,1040,1963,1963,133000
1459,0.0,3.0,0,1459,527,2002.0,1459,8749,100.0,39,5,7,1459,2002,2002,192000
1251,0.0,3.0,553,698,461,1964.0,1251,8800,425.0,116,6,6,1251,1964,1964,160000
691,807.0,3.0,592,99,409,1995.0,1498,13031,0.0,44,5,6,691,1995,1996,187500
996,0.0,2.0,747,189,564,1992.0,996,9069,0.0,0,6,6,936,1992,1992,147000
546,546.0,3.0,334,212,286,1973.0,1092,1974,0.0,96,5,4,546,1973,1973,83500
1082,871.0,3.0,0,1082,1043,2005.0,1953,10574,0.0,50,5,8,1082,2005,2006,252000
970,739.0,3.0,0,970,380,2004.0,1709,2522,50.0,40,5,7,970,2004,2004,137500
1247,0.0,1.0,1039,208,550,2005.0,1247,3316,0.0,84,5,8,1247,2005,2005,197000
1040,0.0,2.0,0,0,400,1987.0,1040,8544,0.0,0,4,3,0,1950,1950,92900
624,628.0,2.0,510,90,462,1999.0,1252,2160,212.0,48,5,7,600,1999,2000,160000
1390,304.0,4.0,423,758,576,1925.0,1694,8400,0.0,0,5,6,1181,1925,1950,136500
1200,0.0,1.0,661,203,884,1977.0,1200,9230,166.0,64,8,5,864,1965,1998,146000
936,0.0,2.0,248,448,308,1956.0,936,5868,0.0,0,7,5,936,1956,2000,129000
1314,0.0,3.0,24,1290,440,2006.0,1314,9317,0.0,22,5,6,1314,2006,2006,176432
773,582.0,3.0,0,684,0,1980.0,1355,6882,0.0,0,7,6,684,1914,2006,127000
1088,0.0,2.0,0,1074,461,1987.0,1088,3696,0.0,74,5,8,1074,1986,1986,170000
757,567.0,3.0,672,0,240,1936.0,1324,6000,0.0,0,6,4,672,1936,1950,128000
1601,0.0,3.0,704,567,478,1978.0,1601,11880,206.0,0,5,7,1271,1978,1978,157000
438,0.0,1.0,290,0,246,1930.0,438,8400,0.0,0,5,2,290,1920,1950,60000
950,0.0,3.0,412,251,280,1981.0,950,9758,0.0,0,5,5,950,1971,1971,119500
1134,0.0,2.0,588,422,254,1960.0,1134,7000,45.0,16,7,5,1010,1960,2002,135000
1194,0.0,3.0,655,0,539,1954.0,1194,8910,0.0,0,6,6,655,1959,1959,159500
630,672.0,3.0,0,630,440,1970.0,1302,2016,304.0,0,5,5,630,1970,1970,106000
1500,0.0,3.0,1032,431,712,1994.0,2622,12256,362.0,32,5,8,1463,1994,1995,325000
1442,0.0,3.0,738,172,719,1990.0,1442,10357,0.0,244,5,7,910,1990,1991,179900
887,1134.0,3.0,0,868,422,2006.0,2021,23257,0.0,100,5,7,868,2006,2006,274725
948,742.0,3.0,0,924,463,2000.0,1690,8063,0.0,48,5,6,924,2000,2000,181000
1836,0.0,3.0,1039,797,862,2004.0,1836,11362,42.0,185,5,8,1836,2004,2005,280000
773,885.0,3.0,219,554,431,1995.0,1658,8000,0.0,84,5,6,773,1995,1996,188000
1098,866.0,4.0,403,400,483,1976.0,1964,10480,660.0,69,6,7,803,1976,1976,205000
816,0.0,2.0,708,108,308,1957.0,816,7100,0.0,0,7,5,816,1957,1957,129900
1008,0.0,2.0,643,365,240,1953.0,1008,8923,0.0,18,7,5,1008,1953,2006,134500
833,0.0,2.0,415,418,326,1955.0,833,5400,0.0,0,7,5,833,1954,2000,117000
1734,0.0,3.0,1004,730,928,2007.0,1734,12085,328.0,0,5,8,1734,2007,2007,318000
779,640.0,3.0,353,55,527,2002.0,1419,7750,0.0,0,5,8,408,2002,2002,184100
894,0.0,3.0,702,192,450,1967.0,894,9764,0.0,0,7,5,894,1967,2003,130000
1021,580.0,3.0,0,533,300,1958.0,1601,13825,0.0,34,6,5,533,1958,1987,140000
1040,0.0,3.0,369,671,286,1959.0,1040,7560,0.0,0,5,5,1040,1959,1959,133700
1012,0.0,2.0,0,1012,308,1920.0,1012,8263,0.0,22,5,6,1012,1920,1950,118400
